Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
7:11	if1l		rc://*/ta/man/translate/figs-metaphor	They stopped up their ears so they would not hear	~הִכְבִּ֥ידוּ וְ⁠אָזְנֵי⁠הֶ֖ם מִ⁠שְּׁמֽוֹעַ	0	This is an image of people putting something into their ears so they would not hear the message from Yahweh. This metaphor represents the people not being willing to hear and obey. Alternate translation: “They refused to listen”
7:12	ieh1		rc://*/ta/man/translate/figs-simile	They made their hearts as hard as rock so they would not hear the law or the words of Yahweh of hosts	~שָׂ֣מוּ וְ⁠לִבָּ֞⁠ם שָׁמִ֗יר מִ֠⁠שְּׁמוֹעַ הַ⁠תּוֹרָ֤ה וְ⁠אֶת הַ⁠דְּבָרִים֙ יְהוָ֤ה צְבָאוֹת֙	0	The people refusing to hear and obey Yahweh are compared to their being as unyielding as rock. Here the heart represents the will of a person. Alternate translation: “They stubbornly refused to hear the law or the words of Yahweh of hosts”
7:12	j76s			in earlier times	הָ⁠רִֽאשֹׁנִ֑ים	0	Alternate translation: “in the past”
7:12	z4q7		rc://*/ta/man/translate/figs-metonymy	by the mouth of the prophets	~אֲשֶׁ֨ר הַ⁠נְּבִיאִ֣ים	0	Here the “mouth of the prophets” is a metonym for the words that the prophets speak. Alternate translation: “through the words of the prophets”
7:14	hga8		rc://*/ta/man/translate/figs-metaphor	I will scatter them with a whirlwind	~וְ⁠אֵ֣סָעֲרֵ֗⁠ם עַ֤ל אֲשֶׁ֣ר	0	Yahweh speaks of how he will scatter the people as if a whirlwind were scattering everything in its path. Alternate translation: “I will scatter them as a whirlwind scatters things”
7:14	x4q6			whirlwind	אֲשֶׁ֣ר	0	a strong wind that spins very quickly as it moves and can cause damage
7:14	c1xg			delightful land	חֶמְדָּ֖ה	0	Alternate translation: “pleasant land” or “fruitful land”
8:intro	uri7					0	# Zechariah 8 General Notes\n\n## Structure and formatting\n\nThis chapter is a series of sayings from Yahweh of hosts. Each saying is an encouraging note for those returning from the exile to the land of Judah and Jerusalem. (See: [[rc://*/tw/dict/bible/kt/yahwehofhosts]])
8:1	eh47		rc://*/ta/man/translate/figs-idiom	The word of Yahweh of hosts came to me, saying	~דְּבַר יְהוָ֥ה צְבָא֖וֹת וַ⁠יְהִ֛י לֵ⁠אמֹֽר	0	This idiom is used to introduce a special message from God. See how you translated this in [Zechariah 7:4](../07/04.md). Alternate translation: “Yahweh of hosts gave me a message. He said” or “Yahweh of hosts spoke this message to me, saying”
8:2	rx8t			I am passionate for Zion	קִנֵּ֥אתִי לְ⁠צִיּ֖וֹן	0	Alternate translation: “I have a strong desire to protect Zion”
8:2	vc1c		rc://*/ta/man/translate/figs-metonymy	for Zion	לְ⁠צִיּ֖וֹן	0	Here “Zion” represents the people of Zion. Alternate translation: “for the people of Zion” or “for the people of Jerusalem”
8:2	w6qx		rc://*/ta/man/translate/figs-explicit	with great anger	~לָֽ⁠הּ גְדוֹלָ֖ה וְ⁠חֵמָ֥ה	0	The implied information is that this anger is against the enemies of Zion. Alternate translation: “with great anger against her enemies”
8:3	m9ri		rc://*/ta/man/translate/figs-explicit	the mountain of Yahweh of hosts	~הַ֥ר יְהוָ֥ה צְבָא֖וֹת	0	The implied information is that this refers to Mount Zion, the location upon which the city of Jerusalem was built.
8:4	nus3			be in the streets of Jerusalem	~יֵֽשְׁבוּ֙ בִּ⁠רְחֹב֖וֹת יְרוּשָׁלִָ֑ם	0	Alternate translation: “be living in Jerusalem”
8:4	z297		rc://*/ta/man/translate/figs-explicit	in his hand because he has grown so old	~מִשְׁעַנְתּ֛⁠וֹ מֵ⁠רֹ֥ב	0	People having the opportunity to grow old implies the city will be peaceful and prosperous for a long time.
8:5	y52e			The streets of the city will be full	וּ⁠רְחֹב֤וֹת הָ⁠עִיר֙ יִמָּ֣לְא֔וּ	0	The public areas of the city will be full of people in their normal activities.
8:6	n3ga		rc://*/ta/man/translate/figs-metaphor	If something seems impossible in the eyes of	כִּ֣י יִפָּלֵ֗א בְּ⁠עֵינֵי֙	0	The eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: “If something does not appear to be possible to”
8:6	d5cx			the remnant of this people	~שְׁאֵרִית֙ הַ⁠זֶּ֔ה הָ⁠עָ֣ם	0	Alternate translation: “the people of Judah who survive”
8:6	c478		rc://*/ta/man/translate/figs-metaphor	in my eyes	בְּ⁠עֵינַ⁠י֙	0	The eyes represent seeing, and seeing represents thoughts or judgment. Alternate translation: “to me”
8:6	kp58		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~יִפָּלֵ֔א יְהוָ֥ה נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:4](../01/04.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
8:7	f4bz		rc://*/ta/man/translate/figs-explicit	I am about to rescue my people	~מוֹשִׁ֛יעַ עַמִּ֖⁠י	0	The implied information is that the people are in exile. “I am about to rescue my people of Judah who went into exile”
8:7	x6hq		rc://*/ta/man/translate/figs-merism	from the land of the sunrise and from the land of the setting sun	~מֵ⁠אֶ֣רֶץ וּ⁠מֵ⁠אֶ֖רֶץ מִזְרָ֑ח אֶת מְב֥וֹא הַ⁠שָּֽׁמֶשׁ	0	This could mean: (1) this is a poetic way of expressing specific countries to which the people were exiled. Alternate translation: “From the land to the east and from the land to the west” or (2) this is a merism that means from all directions. Alternate translation: “from all lands in every direction”
8:8	bcy7		rc://*/ta/man/translate/figs-abstractnouns	I will be their God in truth and in righteousness	וַֽ⁠אֲנִי֙ אֶהְיֶ֤ה לָ⁠הֶם֙ לֵֽ⁠אלֹהִ֔ים בֶּ⁠אֱמֶ֖ת וּ⁠בִ⁠צְדָקָֽה	0	This can be rewritten to remove the abstract nouns “truth” and “righteousness.” Alternate translation: “I will be their God. I will be faithful to them and act toward them in a just manner”
8:9	h94j		rc://*/ta/man/translate/figs-idiom	Strengthen your hands	~תֶּחֱזַ֣קְנָה יֻסַּ֨ד	0	This is an idiom that means to be courageous for the work. Alternate translation: “Be strong and courageous”
8:10	h2cs			For before those days	~כִּ֗י לִ⁠פְנֵי֙ הָ⁠הֵ֔ם הַ⁠יָּמִ֣ים	0	Here “those days” refers to the time the people of Judah started to rebuild the temple.
8:10	gp8k			no crops were gathered in	~לֹ֣א שְׂכַ֤ר נִֽהְיָ֔ה וְ⁠לַ⁠יּוֹצֵ֨א	0	Alternate translation: “there were no crops to harvest”
8:10	z6fg			there was no profit for either man or beast	~אֵינֶ֑⁠נָּה וּ⁠שְׂכַ֥ר הָֽ⁠אָדָם֙ הַ⁠בְּהֵמָ֖ה	0	It was useless for people and their animals to farm the land, because they got no food from it.
8:10	qe6a		rc://*/ta/man/translate/figs-merism	for anyone going or coming	~וַ⁠אֲשַׁלַּ֥ח וְ⁠לַ⁠בָּ֤א	0	This merism refers to all of life’s activities everywhere that anyone went.
8:10	uh2k			I had set every person each against his neighbor	~כָּל אִ֥ישׁ הָ⁠אָדָ֖ם אֶת בְּ⁠רֵעֵֽ⁠הוּ	0	Alternate translation: “I had turned everyone against each other”
8:11	cg9b			But now it will not be as in former days, I will be with the remnant of this people	~וְ⁠עַתָּ֗ה לֹ֣א הָ⁠רִֽאשֹׁנִים֙ כַ⁠יָּמִ֤ים אֲנִ֔י לִ⁠שְׁאֵרִ֖ית הַ⁠זֶּ֑ה הָ⁠עָ֣ם	0	Alternate translation: “But I will not treat the remnant of this people now as I did in former days”
8:11	pcv2		rc://*/ta/man/translate/figs-explicit	in former days	~הָ⁠רִֽאשֹׁנִים֙ כַ⁠יָּמִ֤ים	0	“in the past.” The implied information is that this refers to the time when the people started rebuilding the temple.
8:11	k5pg		rc://*/ta/man/translate/figs-explicit	the remnant of this people	~לִ⁠שְׁאֵרִ֖ית הַ⁠זֶּ֑ה הָ⁠עָ֣ם	0	The implied information is that this is the remnant of the people who returned from exile. Alternate translation: “the people who returned from exile”
8:11	ec3e		rc://*/ta/man/translate/figs-123person	this is the declaration of Yahweh of hosts	נְאֻ֖ם יְהוָ֥ה צְבָאֽוֹת	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:3](../01/03.md). Alternate translation: “this is what Yahweh of hosts has declared” or “this is what I, Yahweh of hosts, have declared”
8:12	sdy1		rc://*/ta/man/translate/figs-activepassive	seeds of peace will be sown	זֶ֣רַע הַ⁠שָּׁל֗וֹם	0	This can be expressed in active form. Alternate translation: “the people will safely sow seed”
8:12	nk96		rc://*/ta/man/translate/figs-metaphor	the earth will give its produce; the skies will give their dew	~וְ⁠הָ⁠אָ֨רֶץ֙ תִּתֵּ֣ן יְבוּלָ֔⁠הּ וְ⁠הַ⁠שָּׁמַ֖יִם אֶת טַלָּ֑⁠ם	0	The earth and skies are spoken of as if they were persons giving what is needed.
8:12	gq8d			inherit all these things	~וְ⁠הִנְחַלְתִּ֗י כָּל אֵֽלֶּה	0	Alternate translation: “to have all these things”
8:13	y21m		rc://*/ta/man/translate/figs-explicit	You were an example to the other nations of a curse	~וְ⁠הָיָ֡ה כַּ⁠אֲשֶׁר֩ הֱיִיתֶ֨ם בַּ⁠גּוֹיִ֗ם קְלָלָ֜ה	0	The implied information is that the way Yahweh had allowed the temple to be destroyed and his people to be exiled had been used by other nations as an example of what it meant to be cursed by Yahweh. Alternate translation: “When I punished you, the other nations learned what happens when I curse a people”
8:13	mk9i		rc://*/ta/man/translate/figs-metonymy	house of Judah and house of Israel	בֵּ֤ית יְהוּדָה֙ וּ⁠בֵ֣ית יִשְׂרָאֵ֔ל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdoms of Judah and Israel. Alternate translation: “people of Judah and Israel”
8:13	sqv8		rc://*/ta/man/translate/figs-explicit	you will be a blessing	וִ⁠הְיִיתֶ֖ם בְּרָכָ֑ה	0	This could mean: (1) the implied information is that the people of Judah and Israel would be a blessing to the nations around them. Alternate translation: “you will be a blessing to the surrounding nations” or (2) the implied information is that the nations around them would see what it meant to be blessed by Yahweh. Alternate translation: when I bless you, the other nations will learn what happens when I bless a people” or (3) Yahweh will bless the people of Judah and Israel. Alternate translation: “I will give you many good things”
8:13	msq7		rc://*/ta/man/translate/figs-idiom	let your hands be strong	~יְדֵי⁠כֶֽם תֶּחֱזַ֥קְנָה	0	This is an idiom that means to be courageous for the work. Alternate translation: “be strong and courageous”
8:13	v8du		rc://*/ta/man/translate/figs-metonymy	house of Judah and house of Israel	בֵּ֤ית יְהוּדָה֙ וּ⁠בֵ֣ית יִשְׂרָאֵ֔ל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdom of Judah. Alternate translation: “people of Judah”
8:14	z32e			do harm to you	לְ⁠הָרַ֣ע	0	Alternate translation: “punish you”
8:14	ry4z			provoked my anger	בְּ⁠הַקְצִ֤יף	0	Alternate translation: “angered me”
8:14	pw4j			did not relent	~נִחָֽמְתִּי וְ⁠לֹ֖א נִחָֽמְתִּי	0	Alternate translation: “did not decide to punish them less”
8:15	tg1a		rc://*/ta/man/translate/figs-metonymy	Jerusalem	יְרוּשָׁלִַ֖ם	0	This is a metonym for the people of Jerusalem. Alternate translation: “the people of Jerusalem”
8:16	r54n			that you must do	~הַ⁠דְּבָרִ֖ים תַּֽעֲשׂ֑וּ	0	“You” refers to the people of Judah.
8:16	iy65		rc://*/ta/man/translate/figs-abstractnouns	Speak truth, every person with his neighbor	דַּבְּר֤וּ אֱמֶת֙ אִ֣ישׁ אֶת רֵעֵ֔⁠הוּ	0	If your language does not use an abstract noun for the idea behind the word **truth**, you can express the same idea with an adjective such as “true.” Alternate translation: “Everyone must say only true things to his neighbor”
8:16	m4ld			his neighbor	רֵעֵ֔⁠הוּ	0	Here “neighbor” means any person, not just someone who lives nearby.
8:16	u5kf		rc://*/ta/man/translate/figs-abstractnouns	Judge with truth, justice, and peace in your gates	~וּ⁠מִשְׁפַּ֣ט אֱמֶת֙ שִׁפְט֖וּ שָׁל֔וֹם בְּ⁠שַׁעֲרֵי⁠כֶֽם	0	This can be restated to remove the abstract nouns “truth,” “justice,” and “peace.” Alternate translation: “When you are making decisions in your gates, judge in a way that is true and just and causes people to live peacefully with each other”
8:16	k4ez		rc://*/ta/man/translate/figs-explicit	in your gates	בְּ⁠שַׁעֲרֵי⁠כֶֽם	0	The assumed knowledge is that this refers to the places where judgment took place. Alternate translation: “in your places of judgment”
8:17	l5wh		rc://*/ta/man/translate/figs-123person	this is Yahweh’s declaration	~יְהוָֽה נְאֻם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Zechariah 1:4](../01/04.md). Alternate translation: “this is what Yahweh has declared” or “this is what I, Yahweh, have declared”
8:18	u3xt		rc://*/ta/man/translate/figs-idiom	the word of Yahweh of hosts came to me, saying	דְּבַר יְהוָ֥ה צְבָא֖וֹת אֵלַ֥⁠י לֵ⁠אמֹֽר	0	This idiom is used to introduce a special message from God. See how you translated this in [Zechariah 7:4](../07/04.md). Alternate translation: “Yahweh of hosts gave me a message. He said” or “Yahweh of hosts spoke this message to me, saying”
8:18	uuz1			came to me	אֵלַ֥⁠י	0	Here “me” refers to Zechariah.
8:19	hr3x		rc://*/ta/man/translate/translate-ordinal	The fasts of the fourth month, the fifth month, the seventh month, and the tenth month	~	0	“The fasts of months 4, 5, 7, and 10”
8:19	x9kp		rc://*/ta/man/translate/figs-explicit	The fasts of the fourth month	~	0	The assumed knowledge is that the Jews mourned during a part of the fourth month of the Hebrew calendar because this is when the Babylonians broke through the walls of Jerusalem. The fourth month is during the last part of June and the first part of July on Western calendars. (See also: [[rc://*/ta/man/translate/translate-hebrewmonths]])
8:19	je6q		rc://*/ta/man/translate/figs-explicit	the fifth month	הַ⁠חֲמִישִׁי֩	0	The assumed knowledge is that the Jewish people fasted during a part of the fifth month of the Hebrew calendar because this is when the Babylonians destroyed the temple in Jerusalem. The fifth month is during the last part of July and the first part of August on Western calendars. See how you translated this in [Zechariah 7:3](../07/03.md). (See also: [[rc://*/ta/man/translate/translate-hebrewmonths]])
8:19	h4zn		rc://*/ta/man/translate/figs-explicit	the seventh month	הַ⁠שְּׁבִיעִ֜י	0	The assumed knowledge is that the Jews mourned during a part of the seventh month of the Hebrew calendar because in this month the remaining Jews in Jerusalem fled to Egypt after the murder of Gedaliah, whom the king of Babylon appointed as governor over Judah. The seventh month is during the last part of September and the first part of October on Western calendars. See how you translated this in [Zechariah 7:5](../07/05.md). (See also: [[rc://*/ta/man/translate/translate-hebrewmonths]])
8:19	qk5a		rc://*/ta/man/translate/figs-explicit	the tenth month	הָ⁠עֲשִׂירִ֗י	0	The assumed knowledge is that the Jews mourned during a part of the tenth month of the Hebrew calendar because this is when the Babylonians began their siege against Jerusalem. The tenth month is during the last part of December and the first part of January on Western calendars. (See also: [[rc://*/ta/man/translate/translate-hebrewmonths]])
8:19	v6ls		rc://*/ta/man/translate/figs-abstractnouns	times of joy, gladness, and happy festivals	לְ⁠שָׂשׂ֣וֹן וּ⁠לְ⁠שִׂמְחָ֔ה וּֽ⁠לְ⁠מֹעֲדִ֖ים	0	The abstract nouns “joy” and “gladness” can be translated using adjectives. Alternate translation: “joyful and glad times, with happy festivals”
8:19	vyd5		rc://*/ta/man/translate/figs-metonymy	the house of Judah	לְ⁠בֵית יְהוּדָה֙	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to the people in the kingdom of Judah, which included the descendants of Judah and Benjamin. Alternate translation: “the people of Judah”
8:19	c9gv		rc://*/ta/man/translate/figs-abstractnouns	love truth and peace	~אֱהָֽבוּ וְ⁠הָ⁠אֱמֶ֥ת וְ⁠הַ⁠שָּׁל֖וֹם	0	The abstract nouns “truth” and “peace” can be translated using adjectives. Alternate translation: “love what is truthful and peaceful”
8:20	r5qf		rc://*/ta/man/translate/figs-explicit	People will come again	~עַמִּ֔ים יָבֹ֣אוּ עֹ֚ד	0	The implied information is that Jerusalem is where the people will come. Alternate translation: “People will come again to Jerusalem”
8:21	rvs3		rc://*/ta/man/translate/figs-metonymy	will go to another city	~	0	This is a metonym for the people in the other city. Alternate translation: “will go to the people of another city”
8:21	b98a			beg	לְ⁠חַלּוֹת֙	0	Here the word “beg” means to plead or ask urgently.
8:21	k69q		rc://*/ta/man/translate/figs-metonymy	before the face of Yahweh	פְּנֵ֣י יְהוָ֔ה	0	Here “face” is a metonym for Yahweh’s presence. See how you translated this in [Zechariah 7:2](../07/02.md). Alternate translation: “in the presence of Yahweh”
8:21	szh9		rc://*/ta/man/translate/figs-metaphor	seek Yahweh of hosts	אֶת יְהוָ֣ה צְבָא֑וֹת	0	Those who want to know Yahweh and please him are spoken of as if they are literally seeking to find Yahweh.
8:22	nz8j		rc://*/ta/man/translate/figs-metonymy	mighty nations	~עֲצוּמִ֔ים וְ⁠גוֹיִ֣ם	0	This is a metonym for the people in the mighty nations. Alternate translation: “people of mighty nations”
8:23	vw6j		rc://*/ta/man/translate/figs-explicit	will grasp the hem of your robe	~יַחֲזִ֨יקוּ֙ וְֽ⁠הֶחֱזִ֡יקוּ בִּ⁠כְנַף֩	0	The implied information is that the foreigners will grab their robe to get their attention. Alternate translation: “will grasp the hem of your robe to get your attention”
8:23	ed1e		rc://*/ta/man/translate/figs-explicit	Let us go with you	~נֵֽלְכָה֙ עִמָּ⁠כֶ֔ם יְהוּדִ֜י	0	The implied information is that people of God are going to Jerusalem. Alternate translation: “Let us go to Jerusalem with you”
8:23	wc2l			God is with you	~	0	Alternate translation: “God is with you people”
9:intro	lyp2					0	# Zechariah 9 General Notes\n\n## Structure and formatting\n\nThis chapter is written mainly in prose about the cities and peoples around where Israel stood as a country until the exile.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 9:9–10.\n\n## Special concepts in this chapter\n\n### Prophecies against other nations\n\nThe first two verses show that the prophecy concerns neighboring countries. Hamath, Damscus, Tyre and Sidon are cities in areas that were near Israel. (See: [[rc://*/tw/dict/bible/kt/prophet]])
9:1	gn78			This is a declaration of Yahweh’s word concerning	~מַשָּׂ֤א יְהוָה֙ דְבַר	0	Alternate translation: “This is Yahweh’s message about”
9:1	fjj8		rc://*/ta/man/translate/figs-metonymy	the land of Hadrak and Damascus	בְּ⁠אֶ֣רֶץ חַדְרָ֔ךְ וְ⁠דַמֶּ֖שֶׂק	0	Here “Hadrak” and “Damascus” refer to the people who live in those places. Alternate translation: “the people of the land of Hadrak and the city Damascus” (See also: [[rc://*/ta/man/translate/translate-names]])
9:1	xk5a			Hadrak	חַדְרָ֔ךְ	0	The location of Hadrak is unknown today.
9:1	q7lh			its resting place	מְנֻחָת֑⁠וֹ	0	Alternate translation: “the resting place of the people of Hadrak”
9:1	fi2z			for the eyes of all humanity and all the tribes of Israel are toward Yahweh	~כִּ֤י עֵ֣ין אָדָ֔ם וְ⁠כֹ֖ל שִׁבְטֵ֥י יִשְׂרָאֵֽל לַֽ⁠יהוָה֙	0	Some versions translate this as “for Yahweh’s eye is on all mankind and on the tribes of Israel.”
9:1	b62m		rc://*/ta/man/translate/figs-metonymy	the eyes of all humanity and all the tribes of Israel are toward Yahweh	~עֵ֣ין אָדָ֔ם וְ⁠כֹ֖ל שִׁבְטֵ֥י יִשְׂרָאֵֽל לַֽ⁠יהוָה֙	0	Here “eyes” refers to what they look at. Alternate translation: “all humanity and all the tribes of Israel look toward Yahweh”
9:2	dbk5		rc://*/ta/man/translate/figs-metonymy	Hamath	חֲמָ֖ת	0	This refers to the people who live in that land. Alternate translation: “the people of the land of Hamath”
9:2	x51x		rc://*/ta/man/translate/figs-metonymy	Tyre and Sidon	צֹ֣ר וְ⁠צִיד֔וֹן	0	This refers to the people who live in those cities. Alternate translation: “the people of Tyre and Sidon”
9:2	z6mi		rc://*/ta/man/translate/figs-irony	for they are very wise	~כִּ֥י מְאֹֽד	0	This could mean: (1) the people are wise for looking at Yahweh for help or (2) Zechariah did not really mean that the people of Hamath were wise and was using irony. Alternate translation: “though they think they are very wise”
9:3	vi9s		rc://*/ta/man/translate/figs-personification	built herself a stronghold	~וַ⁠תִּ֥בֶן לָ֑⁠הּ מָצ֖וֹר	0	Here the city of Tyre is pictured as a woman. Alternate translation: “built a strong fortress” or “built a high wall”
9:3	p2xv		rc://*/ta/man/translate/figs-hyperbole	heaped up silver like dust and refined gold like mud in the streets	וַ⁠תִּצְבָּר כֶּ֨סֶף֙ כֶּֽ⁠עָפָ֔ר וְ⁠חָר֖וּץ כְּ⁠טִ֥יט חוּצֽוֹת	0	Yahweh exaggerates to emphasize how rich Tyre was. Alternate translation: “accumulated silver and gold as much as soil in the streets”
9:4	ps4e			Look! The Lord will dispossess her	הִנֵּ֤ה אֲדֹנָ⁠י֙ יֽוֹרִשֶׁ֔⁠נָּה	0	Here “Look!” tells the reader to pay attention to the important statement that follows. Alternate translation: “Pay attention! The Lord will take away Tyre’s possessions”
9:4	nf2a		rc://*/ta/man/translate/figs-metonymy	destroy her strength on the sea	~וְ⁠הִכָּ֥ה חֵילָ֑⁠הּ בַ⁠יָּ֖ם	0	Tyre’s “strength on the sea” refers to the ships that were used for commerce and conquest. Alternate translation: “destroy Tyre’s ships in which men fight on the sea”
9:4	rk76		rc://*/ta/man/translate/figs-activepassive	so she will be devoured by fire	~וְ⁠הִ֖יא תֵּאָכֵֽל בָּ⁠אֵ֥שׁ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “and enemies will burn the city to the ground”
9:5	zx4k		rc://*/ta/man/translate/figs-metonymy	Ashkelon … Gaza … Ekron, her hopes	~	0	These cities each refer to the people who live in them. Alternate translation: “The people of Ashkelon … the people of Gaza … the hopes of the people of Ekron”
9:5	ae33			will see	תֵּרֶ֨א	0	Alternate translation: “will see Tyre be destroyed”
9:6	fmu2			Strangers will make their homes in Ashdod	~מַמְזֵ֖ר וְ⁠יָשַׁ֥ב בְּ⁠אַשְׁדּ֑וֹד	0	Alternate translation: “Foreigners will take over Ashdod and live there”
9:6	r481		rc://*/ta/man/translate/figs-idiom	I will cut off the pride of the Philistines	וְ⁠הִכְרַתִּ֖י גְּא֥וֹן פְּלִשְׁתִּֽים	0	Here “cut off” is an idiom that means to stop their pride. Alternate translation: “I will make the Philistines to be proud of themselves no longer”
9:7	efh7		rc://*/ta/man/translate/figs-metonymy	I will remove their blood from their mouths and their abominations from between their teeth	~וַ⁠הֲסִרֹתִ֨י דָמָ֜י⁠ו מִ⁠פִּ֗י⁠ו גַּם וְ⁠שִׁקֻּצָי⁠ו֙ מִ⁠בֵּ֣ין שִׁנָּ֔י⁠ו	0	Here “blood” is a metonym for meat with blood in it, and “abominations” is a metonym for meat offered to idols. Alternate translation: “I will no longer allow them to eat meat that still has blood in it, and I will forbid them to eat food that they offered to idols”
9:8	l2f6		rc://*/ta/man/translate/figs-metaphor	I will camp around my land	וְ⁠חָנִ֨יתִי לְ⁠בֵיתִ֤⁠י מִצָּבָה֙	0	God is speaking about himself as if he were an army that was protecting his land. Alternate translation: “I will protect my land”
9:8	lp3e			for now	~כִּ֥י רָאִ֥יתִי	0	Alternate translation: “For at that time”
9:8	gnt8		rc://*/ta/man/translate/figs-metonymy	I see with my own eyes	~רָאִ֥יתִי עַתָּ֖ה בְ⁠עֵינָֽ⁠י	0	Here “my own eyes” represent Yahweh’s personal attention. Alternate translation: “I will personally watch over my land”
9:9	iqk3				~	0	# General Information:\n\nYahweh appears to be the speaker in verses 9–13.
9:9	u6p1		rc://*/ta/man/translate/figs-parallelism	Shout with great joy, daughter of Zion! Shout with happiness, daughter of Jerusalem!	~גִּילִ֨י מְאֹ֜ד גִּילִ֨י בַּת צִיּ֗וֹן הָרִ֨יעִי֙ גִּילִ֨י בַּ֣ת יְרוּשָׁלִַ֔ם	0	These two sentences mean the same thing and intensify the command to rejoice. Yahweh is speaking to the people of Jerusalem as if they were present, but they were not there. (See also: [[rc://*/ta/man/translate/figs-apostrophe]])
9:9	apz5			daughter of Zion … daughter of Jerusalem	~	0	“Zion” is the same as “Jerusalem.” The prophet speaks of the city as if it is a daughter. See how you translated “daughter of Zion” in [Zechariah 2:10](../02/10.md).
9:9	sey9			Behold!	הִנֵּ֤ה	0	This alerts the reader to pay special attention to the surprising statement that follows. Alternate translation: “Pay attention!” or “Here is a surprising fact!”
9:9	ke7v			Your king is coming to you with righteousness and is rescuing you	מַלְכֵּ⁠ךְ֙ יָ֣בוֹא לָ֔⁠ךְ צַדִּ֥יק וְ⁠נוֹשָׁ֖ע	0	Alternate translation: “Your king is righteous and is coming to rescue you”
9:9	kjw8		rc://*/ta/man/translate/figs-doublet	on a donkey, on the colt of a donkey	עַל חֲמ֔וֹר וְ⁠עַל עַ֖יִר בֶּן אֲתֹנֽוֹת	0	These two phrases mean basically the same thing and refer to one animal. The second phrase clarifies that this is a young donkey. Alternate translation: “on a young donkey”
9:10	ca4d			cut off the chariot from Ephraim	וְ⁠הִכְרַתִּי רֶ֣כֶב מֵ⁠אֶפְרַ֗יִם	0	Here “cut off” is an idiom that means to destroy. Alternate translation: “destroy the chariots in Israel that are used for battle”
9:10	f5sv		rc://*/ta/man/translate/figs-explicit	the horse from Jerusalem	וְ⁠סוּס֙ מִ⁠יר֣וּשָׁלִַ֔ם	0	The references to “chariot” and “bow” means that this refers to horses used in battle. This can be made explicit. Alternate translation: “the warhorses in Jerusalem”
9:10	n8py		rc://*/ta/man/translate/figs-synecdoche	the bow will be cut off from battle	~קֶ֣שֶׁת וְ⁠נִכְרְתָה֙ מִלְחָמָ֔ה	0	Here the bow represents all weapons used in warfare. Alternate translation: “all weapons of war will be destroyed”
9:10	xh6q		rc://*/ta/man/translate/figs-metonymy	for he will speak peace to the nations	~וְ⁠דִבֶּ֥ר שָׁל֖וֹם עַד לַ⁠גּוֹיִ֑ם	0	Here the action of announcing peace represents the action of making peace. Alternate translation: “for your king will bring peace to the nations”
9:10	m1ef		rc://*/ta/man/translate/figs-doublet	his dominion will be from sea to sea, and from the River to the ends of the earth!	~	0	The phrases “sea to sea” and “from the River to the ends of the earth” mean the same thing and can be combined. Alternate translation: “his kingdom will be over all the earth!”
9:10	rij4			the River	וּ⁠מִ⁠נָּהָ֖ר	0	This probably refers to the Euphrates River.
9:11	w1wr				~	0	# General Information:\n\nYahweh appears to be the speaker in verses 9–13.
9:11	tj3z			As for you	גַּם אַ֣תְּ	0	Here “you” is singular, and continues to refer to the city of Jerusalem, also called “Zion.”
9:11	n83k		rc://*/ta/man/translate/figs-metaphor	the pit where there is no water	מִ⁠בּ֔וֹר אֵ֥ין מַ֖יִם	0	This dry pit represents the exile in Babylon.
9:12	g5c5		rc://*/ta/man/translate/figs-metaphor	Return to the stronghold	שׁ֚וּבוּ לְ⁠בִצָּר֔וֹן	0	Jerusalem is spoken of as a place of safety. Alternate translation: “Come back to your nation where you will be safe”
9:12	v54r			prisoners of hope	אֲסִירֵ֖י הַ⁠תִּקְוָ֑ה	0	This expression refers to the Israelites in exile who were still trusting in God to rescue them. Alternate translation: “prisoners who still hope in Yahweh”
9:12	xt6s			return double to you	~אָשִׁ֥יב מִשְׁנֶ֖ה לָֽ⁠ךְ	0	Alternate translation: “return to you twice as much as was taken from you”
9:13	sjg3			Zion	צִיּ֔וֹן	0	This refers to the city of Jerusalem, also called “Zion.”
9:13	mwe7		rc://*/ta/man/translate/figs-metaphor	I have bent Judah as my bow	~דָרַ֨כְתִּי יְהוּדָ֗ה קֶ֚שֶׁת	0	The people of Judah are referred to as if they were a bow carried by God into battle. Here “Judah” refers to the people of that nation. Alternate translation: “I will cause the people of Judah to be like my bow” (See also: [[rc://*/ta/man/translate/figs-metonymy]])
