Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
27:17	f7fy		rc://*/ta/man/translate/translate-names	Minnith	מִ֠נִּית	0	This is the name of a place.
27:17	mek4			cakes	וּ⁠פַנַּ֨ג	0	The meaning of the Hebrew word translated here as “cakes” is uncertain. Other versions may translate it as another type of food.
27:17	fv9m			balsam	וָ⁠צֹ֔רִי	0	a sweet-smelling gum or resin that comes from a tree
27:18	c3qx		rc://*/ta/man/translate/translate-names	Helbon … Zahar	~	0	names of places
27:18	sji6			enormous wealth	~מֵ⁠רֹ֣ב ה֑וֹן	0	Alternate translation: “abundant wealth” or “great wealth”
27:19	meg9				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre.
27:19	by7i			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to Tyre.
27:19	z471		rc://*/ta/man/translate/translate-names	Dan … Javan … Izal	~	0	These are names of places.
27:19	c7yt		rc://*/ta/man/translate/figs-metonymy	Dan and Javan	וְדָ֤ן וְ⁠יָוָן֙	0	This is a metonym for the people of Dan and Javan. Alternate translation: “The people of Dan and Javan”
27:19	v3kv			wrought iron	~עָשׁוֹת֙ בַּרְזֶ֤ל	0	a form of iron that can be shaped with a hammer
27:19	sf4p		rc://*/ta/man/translate/translate-unknown	cinnamon	קִדָּ֣ה	0	This is a type of spice that comes from the bark of a tree. “Cassia” is another name for this spice.
27:19	m7yg		rc://*/ta/man/translate/translate-unknown	calamus	וְ⁠קָנֶ֔ה	0	a type of grass that people used as perfume and for medicine
27:20	jt9g		rc://*/ta/man/translate/figs-metonymy	Dedan was	דְּדָן֙ רֹֽכַלְתֵּ֔⁠ךְ	0	This is a metonym for the people of Dedan. Alternate translation: “The people of Dedan were”
27:20	t1xy			saddle blankets	~לְ⁠רִכְבָּֽה חֹ֖פֶשׁ	0	A saddle blanket is a piece of cloth that people place on a horse beneath a saddle or seat.
27:21	cen5		rc://*/ta/man/translate/translate-names	Arabia … Kedar	~	0	These are names of places.
27:21	pe5d		rc://*/ta/man/translate/figs-metonymy	Arabia	עֲרַב֙	0	This is a metonym for the people of Arabia. Alternate translation: “The people of Arabia” or “The Arabians”
27:22	tk79				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre.
27:22	i5a5			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to Tyre.
27:22	u136		rc://*/ta/man/translate/translate-names	Sheba … Raamah	~	0	These are the names of places.
27:22	pmg1			precious gems	יְקָרָה֙	0	Alternate translation: “valuable stones”
27:23	p6qs		rc://*/ta/man/translate/figs-metonymy	Haran, Kanneh, and Eden were traders with you, along with Sheba, Ashur, and Kilmad	~חָרָ֤ן וְ⁠כַנֵּה֙ וָ⁠עֶ֔דֶן רֹכְלֵ֖י רֹכַלְתֵּֽ⁠ךְ שְׁבָ֑א אַשּׁ֖וּר כִּלְמַ֥ד	0	This refers to the people from these places. Alternate translation: “The people of Haran, Kanneh, and Eden were traders with you, along with the people of Sheba, Ashur, and Kilmad”
27:23	ad7i		rc://*/ta/man/translate/translate-names	Haran … Kanneh … Eden … Sheba … Ashur … Kilmad	~	0	These are the names of places.
27:24	r4c9				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre.
27:24	u2us			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to Tyre.
27:24	neq7			These were your dealers	הֵ֤מָּה רֹכְלַ֨יִ⁠ךְ֙	0	Alternate translation: “They traded with you”
27:24	e7b1			ornate robes of violet cloths with woven colors	~בְּ⁠מַכְלֻלִ֔ים תְּכֵ֣לֶת בִּ⁠גְלוֹמֵי֙ בְּרֹמִ֑ים	0	Alternate translation: “purple robes with many different colors”
27:24	kbt9			blankets of multicolored, embroidered, and well-woven cloth	~וּ⁠בְ⁠גִנְזֵ֖י וְ⁠רִקְמָ֔ה וַ⁠אֲרֻזִ֖ים בַּ⁠חֲבָלִ֧ים חֲבֻשִׁ֛ים	0	Alternate translation: “blankets with many colors that had designs and were of high quality”
27:25	g238		rc://*/ta/man/translate/figs-activepassive	The ships of Tarshish were the transporters of your merchandise	אֳנִיּ֣וֹת תַּרְשִׁ֔ישׁ שָׁרוֹתַ֖יִ⁠ךְ מַעֲרָבֵ֑⁠ךְ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “The ships of Tarshish carried your merchandise”
27:25	i67z		rc://*/ta/man/translate/figs-metaphor	you were filled up, heavily laden with cargo	וַ⁠תִּמָּלְאִ֧י וַֽ⁠תִּכְבְּדִ֛י מְאֹ֖ד	0	Tyre’s abundance is spoken of as if it was a ship that was full of cargo.
27:25	lk4d			heart of the seas	בְּ⁠לֵ֥ב יַמִּֽים	0	“middle of the seas.” See how you translated this in [Ezekiel 27:4](../27/04.md).
27:26	t2gs		rc://*/ta/man/translate/figs-metaphor		~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre. The city of Tyre is described here and in the following verses as if it were a wrecked ship.
27:26	uq7n			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to Tyre.
27:26	l9bc			Your rowers	הַ⁠שָּׁטִ֖ים	0	Alternate translation: “The people that row you”
27:26	r4ff			vast seas	~רַבִּים֙ בְּ⁠מַ֤יִם	0	Alternate translation: “great waters”
27:26	kh95			the eastern wind	~אֹתָ֑⁠ךְ הַ⁠קָּדִ֔ים ר֚וּחַ	0	Alternate translation: “the strong wind from the east”
27:26	il9m			middle of them	בְּ⁠לֵ֥ב יַמִּֽים	0	“heart of the seas” or “middle of the seas.” See how you translated this in [Ezekiel 27:4](../27/04.md).
27:27	hyf8			sailors	מַלָּחַ֖יִ⁠ךְ	0	men who sail boats
27:27	v82e			depths of the sea	יִפְּלוּ֙ בְּ⁠לֵ֣ב יַמִּ֔ים	0	“heart of the seas” or “middle of the seas.” See how you translated this in [Ezekiel 27:4](../27/04.md).
27:27	v5jc		rc://*/ta/man/translate/figs-abstractnouns	on the day of your destruction	~בְּ⁠י֖וֹם אֲשֶׁר מַפַּלְתֵּֽ⁠ךְ	0	If your language does not use an abstract noun for the idea behind the word **destruction**, you can express the same idea with a verbal form such as “destroy.” Alternate translation: “at the time you are destroyed”
27:28	vu1s				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre.
27:28	vb1f		rc://*/ta/man/translate/figs-metaphor		~	0	Yahweh continues giving Ezekiel his message to Tyre. The city of Tyre continues to be described as if it were a wrecked ship.
27:28	zz11		rc://*/ta/man/translate/figs-metonymy	Cities at the sea will tremble	~מִגְרֹשֽׁוֹת יִרְעֲשׁ֖וּ	0	Here “Cities at the sea” represents the people in those cities. Alternate translation: “The people of the cities by the sea will tremble”
27:29	ar4c			All those who handle oars	כֹּ֚ל תֹּפְשֵׂ֣י מָשׁ֔וֹט	0	Alternate translation: “All the rowers”
27:30	w6f7			wail bitterly	וְ⁠יִזְעֲק֖וּ מָרָ֑ה	0	Alternate translation: “cry out sadly”
27:30	ja2t		rc://*/ta/man/translate/translate-symaction	they will cast dust up on their heads. They will roll about in ashes	~עָֽפָר֙ וְ⁠יַעֲל֤וּ עַל רָ֣אשֵׁי⁠הֶ֔ם יִתְפַּלָּֽשׁוּ בָּ⁠אֵ֖פֶר	0	These are expressions of grieving and mourning.
27:31	y422				~	0	# General Information:\n\nThe word “they” in these verses refer to the people mentioned in verses 28 and 29. The words “you” and “your” refer to Tyre.
27:31	v5hn		rc://*/ta/man/translate/figs-metaphor		~	0	Yahweh continues giving Ezekiel his message to Tyre. The city of Tyre continues to be described as if it were a wrecked ship.
27:31	l2lh		rc://*/ta/man/translate/translate-symaction	They will shave their heads bald for you and bind themselves with sackcloth	~אֵלַ֨יִ⁠ךְ֙ וְ⁠הִקְרִ֤יחוּ נֶ֖פֶשׁ קָרְחָ֔ה וְ⁠חָגְר֖וּ אֵלַ֛יִ⁠ךְ שַׂקִּ֑ים	0	These are expressions of grieving and mourning.
27:31	ftb1			bald	קָרְחָ֔ה	0	having no hair on the head
27:32	f54l		rc://*/ta/man/translate/figs-abstractnouns	They will lift up their wails of lamentation	~וְ⁠נָשְׂא֨וּ בְּ⁠נִי⁠הֶם֙ קִינָ֔ה	0	If your language does not use an abstract noun for the idea behind the word **lamentation**, you can express the same idea with a verbal form such as “lament.” Alternate translation: “They will cry out and lament”
27:32	lh75			sing dirges	וְ⁠קוֹנְנ֖וּ	0	Alternate translation: “sing funeral songs”
27:32	d8za		rc://*/ta/man/translate/figs-rquestion	Who is like Tyre, who has now been brought to silence in the middle of the sea?	~כְ⁠צ֔וֹר מִ֣י אֵלַ֤יִ⁠ךְ כְּ⁠דֻמָ֖ה בְּ⁠ת֥וֹךְ הַ⁠יָּֽם	0	This question expects a negative answer and emphasizes Tyre being different from all other cities. It can be expressed as a statement. Alternate translation: “No other city is like Tyre, who has now been brought to silence in the middle of the sea.”
27:32	f4lr		rc://*/ta/man/translate/figs-activepassive	who has now been brought to silence	~מִ֣י אֵלַ֤יִ⁠ךְ כְּ⁠דֻמָ֖ה	0	This can be expressed in active form. Alternate translation: “who its enemies have now silenced”
27:33	i7dx		rc://*/ta/man/translate/figs-activepassive	When your merchandise went ashore	~עִזְבוֹנַ֨יִ⁠ךְ֙ בְּ⁠צֵ֤את	0	This can be expressed in active form. Alternate translation: “When people brought your merchandise ashore”
27:33	jza3			ashore	בְּ⁠צֵ֤את	0	Alternate translation: “onto the land”
27:33	cs6p			you enriched the kings of the earth	הֶעֱשַׁ֖רְתְּ מַלְכֵי אָֽרֶץ	0	Alternate translation: “you made the kings of the earth rich”
27:34	x1uz				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to Tyre.
27:34	fi4d		rc://*/ta/man/translate/figs-metaphor		~	0	Yahweh continues giving Ezekiel his message to Tyre. The city of Tyre continues to be described as if it were a wrecked ship.
27:34	r7k6		rc://*/ta/man/translate/figs-activepassive	when you were shattered by the seas, by deep waters	~עֵ֛ת נִשְׁבֶּ֥רֶת מִ⁠יַּמִּ֖ים מָ֑יִם בְּ⁠מַֽעֲמַקֵּי	0	This can be expressed in active form. Alternate translation: “when the seas, the deep waters, shattered you”
27:34	wr3x			shattered	נִשְׁבֶּ֥רֶת	0	To “shatter” is to break up into pieces.
27:34	d3qi			crew	קְהָלֵ֖⁠ךְ	0	team of workers
27:35	x4z1			were appalled at you	~שַׂ֔עַר עָלָ֑יִ⁠ךְ	0	Alternate translation: “were shocked and terrified by what happened to you”
27:35	c2nm		rc://*/ta/man/translate/figs-abstractnouns	their kings shuddered in horror	~וּ⁠מַלְכֵי⁠הֶם֙ שָׂ֣עֲרוּ שָׁמְמ֖וּ	0	If your language does not use an abstract noun for the idea behind the word **horror**, you can express the same idea with an adverb such as “fearfully.” Alternate translation: “their kings shuddered fearfully”
27:35	yhh2			shuddered	שָׂ֣עֲרוּ	0	Alternate translation: “shook, trembled with fear”
27:35	l348		rc://*/ta/man/translate/figs-metonymy	Their faces trembled	~פָּנִֽים רָעֲמ֖וּ	0	Here “faces” represents the whole person. Alternate translation: “They appear to be trembling”
27:36	vh13		rc://*/ta/man/translate/translate-symaction	hiss at you	שָׁרְק֖וּ עָלָ֑יִ⁠ךְ	0	Hissing was making a whistling sound through the teeth. It may have been out of dismay, grief, or surprise.
27:36	wj8x		rc://*/ta/man/translate/figs-abstractnouns	you have become a horror	~הָיִ֔ית בַּלָּה֣וֹת	0	If your language does not use an abstract noun for the idea behind the word **horror**, you can express the same idea with an adjective such as “dreadful.” If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “you have become dreadful”
28:intro	b1j6					0	# Ezekiel 28 General Notes\n\n## Structure and formatting\n\nThe prophecy against Tyre concludes in this chapter. Tyre will be destroyed because of its pride and unfair business practices. (See: [[rc://*/tw/dict/bible/kt/prophet]])
28:1	g4fl		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
28:2	c7sq			Son of man	בֶּן אָדָ֡ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. Alternate translation: “Mortal person” or “Human”
28:2	gi4w		rc://*/ta/man/translate/figs-metonymy	Your heart is arrogant	~לִבְּ⁠ךָ֙ גָּבַ֤הּ	0	Here “heart” represents the will or thoughts of the ruler of Tyre. Alternate translation: “You are arrogant”
28:2	b46m			arrogant	גָּבַ֤הּ	0	falsely believing oneself to be importantbelieving oneself to be important
28:2	zqk6		rc://*/ta/man/translate/figs-metaphor	I will sit in the seat of the gods	~אֵ֣ל יָשַׁ֖בְתִּי יָשַׁ֖בְתִּי מוֹשַׁ֧ב אֱלֹהִֽים	0	“I will sit on the throne of the gods.” Here sitting in the seat of the gods represents claiming to be in the same exalted position as if he were one of the gods.
28:2	nrp2			heart of the seas	בְּ⁠לֵ֣ב יַמִּ֑ים	0	“middle of the seas.” See how you translated this in [Ezekiel 27:4](../27/04.md).
28:2	b648		rc://*/ta/man/translate/figs-metonymy	you make your heart like the heart of a god	וַ⁠תִּתֵּ֥ן לִבְּ⁠ךָ֖ כְּ⁠לֵ֥ב	0	Here “heart” represents the mind or thinking. A god thinks of himself as better than people. Alternate translation: “you think that you have the mind of a god” or “you have allowed yourself to think that you are better than other people” (See also: [[rc://*/ta/man/translate/figs-simile]])
28:3	xy88		rc://*/ta/man/translate/figs-simile	you think that you are wiser than Daniel	~אַתָּ֖ה הִנֵּ֥ה חָכָ֛ם מ⁠דנאל	0	Here the ruler of Tyre compares himself to Daniel the prophet in how wise he thought he was.
28:4	ds1i				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to the ruler of Tyre.
28:4	b1dk			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to the ruler of Tyre.
28:4	fgz2		rc://*/ta/man/translate/figs-rpronouns	You have made yourself wealthy with wisdom and skill	~וַ⁠תַּ֛עַשׂ עָשִׂ֥יתָ לְּ⁠ךָ֖ חָ֑יִל בְּ⁠חָכְמָֽתְ⁠ךָ֙ וּ⁠בִ⁠תְבוּנָ֣תְ⁠ךָ֔	0	The abstract nouns “wisdom” and “skill” can be translated using the adjectives “wise” and “skillful.” Alternate translation: “You have become wealthy by your own wisdom and skill” or “You have become wealthy by being wise and skillful” (See also: [[rc://*/ta/man/translate/figs-abstractnouns]])
28:4	jir2			obtained gold and silver	זָהָ֥ב וָ⁠כֶ֖סֶף	0	Alternate translation: “stored up gold and silver”
28:4	xpa9			treasuries	בְּ⁠אוֹצְרוֹתֶֽי⁠ךָ	0	places to store valuable objects and keep them safe
28:5	s7hz		rc://*/ta/man/translate/figs-abstractnouns	By great wisdom and by your trading, you have multiplied your wealth, so your heart is arrogant because of your wealth	~הִרְבִּ֣יתָ חָכְמָתְ⁠ךָ֛ בִּ⁠רְכֻלָּתְ⁠ךָ֖ חֵילֶ֑⁠ךָ לְבָבְ⁠ךָ֖ וַ⁠יִּגְבַּ֥הּ בְּ⁠רֹ֧ב בְּ⁠חֵילֶֽ⁠ךָ	0	The abstract nouns “wisdom” and “wealth” can be translated using the adjectives “wise” and “wealthy.” Alternate translation: “By being very wise and by your trading, you have become more and more wealthy, so your heart is arrogant because of how wealthy you are”
28:5	z3cd		rc://*/ta/man/translate/figs-metonymy	your heart is arrogant	~לְבָבְ⁠ךָ֖ וַ⁠יִּגְבַּ֥הּ	0	Here “heart” represents the will or thoughts of the ruler of Tyre. Alternate translation: “you are arrogant”
28:6	vgc2				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to the ruler of Tyre.
28:6	p5is			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to the ruler of Tyre.
28:6	kas1		rc://*/ta/man/translate/figs-metonymy	you have made your heart like the heart of a god	~תִּתְּ⁠ךָ֥ אֶת כְּ⁠לֵ֥ב לְבָבְ⁠ךָ֖ אֱלֹהִֽים	0	Here “heart” represents the mind or thinking. A god thinks of himself as better than people. See how you translated the similar phrase in [Ezekiel 28:2](../28/02.md). (See also: [[rc://*/ta/man/translate/figs-simile]])
28:7	nrp5		rc://*/ta/man/translate/figs-abstractnouns	the beauty of your wisdom	עַל יְפִ֣י חָכְמָתֶ֔⁠ךָ	0	The abstract nouns “beauty” and “wisdom” can be translated using the adjective “beautiful” and the adverb “wisely.” Alternate translation: “the beautiful things that you have so wisely made”
28:7	b7md		rc://*/ta/man/translate/figs-abstractnouns	profane your splendor	וְ⁠חִלְּל֖וּ יִפְעָתֶֽ⁠ךָ	0	If your language does not use an abstract noun for the idea behind the word **splendor**, you can express the same idea with an adjective such as “splendid.” Alternate translation: “profane how splendid you are” or “defile how majestic you are”
28:8	w6fj		rc://*/ta/man/translate/figs-metonymy	down to the pit	~יֽוֹרִד֑וּ⁠ךָ לַ⁠שַּׁ֖חַת	0	Here “the pit” refers to the grave or to hell. Alternate translation: “down to the grave”
28:8	t782			in the heart of the seas	בְּ⁠לֵ֥ב יַמִּֽים	0	Alternate translation: “in the middle of the seas”
28:9	d3z2		rc://*/ta/man/translate/figs-rquestion	Will you truly say, “I am a god” to the face of one who kills you?	~תֹּאמַר֙ אָ֔נִי אֱלֹהִ֣ים לִ⁠פְנֵ֖י הֹֽרְגֶ֑⁠ךָ	0	This question expects a negative answer to emphasize the irony when one who claims to be a god is destroyed by men. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “You will not say ‘I am a god’ to the face of one who kills you!” (See also: [[rc://*/ta/man/translate/figs-irony]])
28:9	a38a		rc://*/ta/man/translate/figs-synecdoche	to the face of	לִ⁠פְנֵ֖י	0	Here the face represents being in the presence of another person. Alternate translation: “in the presence of” or “before”
28:9	a1vr		rc://*/ta/man/translate/figs-metaphor	in the hand of	אֵ֖ל בְּ⁠יַ֥ד מְחַלְלֶֽי⁠ךָ	0	Here being in the hand of someone represents being under their control. Alternate translation: “under the control of”
28:10	z2rh		rc://*/ta/man/translate/figs-metonymy	by the hand of foreigners	בְּ⁠יַד זָרִ֑ים	0	Here “hand” is a metonym for the actions of the foreigners’ army. Alternate translation: “by an army of foreigners”
28:10	aag6		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~דִבַּ֔רְתִּי אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
28:11	t3he		rc://*/ta/man/translate/figs-idiom	The word of Yahweh came again to me, saying,	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י לֵ⁠אמֹֽר	0	The idiom “The word of Yahweh came again to” is used to introduce a special message from God. See how you translated similar words in [Ezekiel 18:1](../18/01.md). Alternate translation: “Yahweh gave a message to me a second time. He said,” or “Yahweh spoke this second message to me:”
28:12	ak3z			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. Alternate translation: “Mortal person” or “Human”
28:12	i9b8			lift up	שָׂ֥א	0	Alternate translation: “sing”
28:12	mf2x		rc://*/ta/man/translate/figs-abstractnouns	You were the model of perfection	אַתָּה֙ חוֹתֵ֣ם תָּכְנִ֔ית	0	The abstract nouns “model” an d “perfection” can be translated using the words “completely” and “perfect.” Alternate translation: “You were completely perfect”
28:12	c7vx		rc://*/ta/man/translate/figs-abstractnouns	full of wisdom and perfect in beauty	מָלֵ֥א חָכְמָ֖ה וּ⁠כְלִ֥יל יֹֽפִי	0	The abstract nouns “wisdom” and “beauty” can be translated using the adjectives “wise” and “beautiful.” Alternate translation: “fully wise and perfectly beautiful”
28:13	hbr5			Every precious stone covered you	~כָּל יְקָרָ֤ה אֶ֨בֶן מְסֻכָתֶ֨⁠ךָ֙	0	Alternate translation: “You wore every kind of precious stone”
28:13	u7pz		rc://*/ta/man/translate/translate-unknown	ruby, topaz, emerald, chrysolite, onyx, jasper, sapphire, turquoise, and beryl	~אֹ֣דֶם פִּטְדָ֞ה נֹ֔פֶךְ וְ⁠יָהֲלֹ֗ם שֹׁ֨הַם֙ וְ⁠יָ֣שְׁפֵ֔ה סַפִּ֣יר וּ⁠בָרְקַ֖ת תַּרְשִׁ֥ישׁ	0	These are all precious stones of different colors.
28:13	a65a			settings and mountings	מְלֶ֨אכֶת תֻּפֶּ֤י⁠ךָ	0	pieces of metal that hold the precious stones
28:13	mah3		rc://*/ta/man/translate/figs-activepassive	It was on the day you were created that they were prepared	~בְּ⁠י֥וֹם בָּ֔⁠ךְ הִבָּרַאֲ⁠ךָ֖ כּוֹנָֽנוּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I prepared them on the day that I created you”
28:13	kac1			prepared	כּוֹנָֽנוּ	0	Alternate translation: “made ready”
28:14	a5aq				~	0	# General Information:\n\nThe word “you” in these verses refers to the king of Tyre.
28:14	r1ky			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to the king of Tyre.
28:14	ybm7			cherub	כְּר֔וּב	0	See how you translated this in [Ezekiel 10:9](../10/09.md).
28:14	hjx3		rc://*/ta/man/translate/figs-metaphor	the fiery stones	~אֵ֖שׁ אַבְנֵי	0	“the stones of fire.” This could mean: (1) a metaphor for the colorful and bright stones mentioned in [Ezekiel 28:13](../28/13.md) or (2) other fiery stones on the “holy mountain of God”
28:15	fa3g		rc://*/ta/man/translate/figs-activepassive	from the day you were created until injustice was found within you	~מִ⁠יּ֖וֹם הִבָּֽרְאָ֑⁠ךְ עַד עַוְלָ֖תָ⁠ה נִמְצָ֥א בָּֽ⁠ךְ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “since the day that I created you until I found injustice within you”
28:16	j1e3				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to the king of Tyre.
28:16	gg36			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to the king of Tyre.
28:16	man6			great trade	בְּ⁠רֹ֣ב רְכֻלָּתְ⁠ךָ֗	0	Alternate translation: “large volume of trade”
28:16	b582		rc://*/ta/man/translate/figs-metaphor	you were filled with violence	~מָל֧וּ חָמָ֖ס	0	Yahweh speaks of the king of Tyre as if he were a container that was filled up with violence. The king is a synecdoche for himself and his people If your language does not use an abstract noun for the idea behind the word **violence**, you can express the same idea with an adjective such as “violent.” Alternate translation: “you and your people became completely violent” or “you and your peoplewere completely violent” (See also: [[rc://*/ta/man/translate/figs-synecdoche]] and [[rc://*/ta/man/translate/figs-abstractnouns]])
28:16	m9pq			guardian cherub	~הַ⁠סֹּכֵ֔ךְ כְּר֣וּב	0	Alternate translation: “guarding cherub”
28:16	gp4k		rc://*/ta/man/translate/figs-metaphor	the fiery stones	~אֵֽשׁ אַבְנֵי	0	“the stones of fire.” See how you translated this in [Ezekiel 28:14](../28/14.md). This could mean: (1) a metaphor for the colorful and bright stones mentioned in [Ezekiel 28:13](./13.md) or (2) other fiery stones on the “holy mountain of God.”
28:17	s2ql		rc://*/ta/man/translate/figs-synecdoche	Your heart was arrogant	~לִבְּ⁠ךָ֙ גָּבַ֤הּ	0	Here the “heart” represents the whole person, emphasizing the person’s thoughts. Alternate translation: “You were arrogant”
28:17	sy75			arrogant	גָּבַ֤הּ	0	falsely believing oneself to be importantbelieving oneself to be important
28:17	mxj7		rc://*/ta/man/translate/figs-abstractnouns	Your heart was arrogant with your beauty; you ruined your wisdom because of your splendor	~לִבְּ⁠ךָ֙ גָּבַ֤הּ בְּ⁠יָפְיֶ֔⁠ךָ שִׁחַ֥תָּ חָכְמָתְ⁠ךָ֖ עַל יִפְעָתֶ֑⁠ךָ	0	The abstract nouns “beauty,” wisdom” and “splendor” can be translated using the adjectives “beautiful,” “wise” and “splendid.” Alternate translation: “Your heart was arrogant because you were beautiful; you became unwise because you were so splendid”
28:17	q2gm			before kings	לִ⁠פְנֵ֧י מְלָכִ֛ים	0	“in front of kings “
28:17	fn67			so they may see you	נְתַתִּ֖י⁠ךָ לְ⁠רַ֥אֲוָה בָֽ⁠ךְ	0	Alternate translation: “so they may look at you”
28:18	nl8j				~	0	# General Information:\n\nThe words “you” and “your” in these verses refer to the king of Tyre.
28:18	ylx7			Connecting Statement:	~	0	# Connecting Statement:\n\nYahweh continues giving Ezekiel his message to the king of Tyre.
28:18	abf7		rc://*/ta/man/translate/figs-idiom	it will consume you	הִ֣יא אֲכָלַ֔תְ⁠ךָ	0	“it will devour you.” The fire is spoken of here as if it was eating him up. Alternate translation: “it will burn you up”
28:18	iv3f		rc://*/ta/man/translate/figs-idiom	turn you into ashes	~מִ⁠תּֽוֹכְ⁠ךָ֙ לְ⁠אֵ֨פֶר֙	0	This idiom means burning up until only ashes are left. Alternate translation: “burn you up to ashes” or “burn you up completely”
28:19	ud9p			shudder	שָׁמְמ֖וּ	0	shake or tremble with fear
28:19	l469			you will be no more forever	~וְ⁠אֵינְ⁠ךָ֖ וְ⁠אֵינְ⁠ךָ֖ וְ⁠אֵינְ⁠ךָ֖ עוֹלָֽם	0	See how you translated this in [Ezekiel 27:36](../27/36.md).
28:20	en7r		rc://*/ta/man/translate/figs-idiom	the word of Yahweh came	וַ⁠יְהִ֥י דְבַר יְהוָ֖ה אֵלַ֥⁠י	0	This is an idiom that is used to introduce something that God told his prophets or his people. See how you translated this in [Ezekiel 3:16](../03/16.md). Alternate translation: “Yahweh spoke this message” or “Yahweh spoke these words”
28:21	ak8t			Son of man	בֶּן אָדָ֕ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
28:21	b4a7		rc://*/ta/man/translate/translate-symaction	set your face against Sidon	שִׂ֥ים פָּנֶ֖י⁠ךָ אֶל צִיד֑וֹן	0	Sidon was far away, so Ezekiel could not see it, but staring in that direction would be a symbol of harming the people there. See how you translated a similar phrase in [Ezekiel 6:2](../06/02.md). Alternate translation: “Turn toward Sidon and stare” or “stare toward Sidon so that the people there will be harmed”
28:21	tmx3			prophesy against	וְ⁠הִנָּבֵ֖א עָלֶֽי⁠הָ	0	“prophesy about the bad things that will happen to.” See how you translated this in [Ezekiel 4:7](../04/07.md).
28:22	ab7q			Behold!	הִנְ⁠נִ֤י	0	Alternate translation: “Look!” or “Listen!” or “Pay attention to what I am about to tell you!”
28:22	a4g5		rc://*/ta/man/translate/figs-activepassive	I will be glorified in your midst	~בַּ⁠עֲשׂ֥וֹתִ⁠י וְ⁠נִכְבַּדְתִּ֖י בְּ⁠תוֹכֵ֑⁠ךְ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “I will reveal my glory among you”
28:22	tv4z		rc://*/ta/man/translate/figs-explicit	know that I am Yahweh	~וְֽ⁠יָדְע֞וּ יְהוָ֗ה יְהוָ֗ה	0	When Yahweh says that people will know that he is Yahweh, he is implying that they will know that he is the one true God who has supreme authority and power. See how you translated this in [Ezekiel 6:7](../06/07.md). Alternate translation: “understand that I am Yahweh, the one true God” or “realize that I, Yahweh, have supreme power and authority”
28:22	pmu4		rc://*/ta/man/translate/figs-abstractnouns	when I execute justice within you	~כִּֽי שְׁפָטִ֖ים בָ֛⁠הּ	0	If your language does not use an abstract noun for the idea behind the word **justice**, you can express the same idea with a verbal form such as “judge.” Alternate translation: “when I judge you”
