Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
5:1	u6w8		rc://*/ta/man/translate/figs-metonymy	house of Israel	בֵּ֥ית יִשְׂרָאֵֽל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Israel’s descendants. Alternate translation: “you people of Israel” or “you Israelite people group”
5:2	cqa2		rc://*/ta/man/translate/figs-metaphor	The virgin Israel has fallen … no one to raise her up	~	0	The phrase “The virgin Israel” represents the nation of Israel. The nation of Israel being destroyed and having no other nation to help them become strong again is spoken of as if it were a young woman who has fallen and has no one to raise her up. Alternate translation: “The nation of Israel is like a woman who has fallen … no one to help her get up”
5:2	lta8		rc://*/ta/man/translate/figs-activepassive	she is forsaken on her land	נִטְּשָׁ֥ה עַל אַדְמָתָ֖⁠הּ	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “People have forsaken her” or “they have abandoned her”
5:3	ecu7		rc://*/ta/man/translate/figs-genericnoun	The city that went out with a thousand … the one that went out with a hundred	~	0	These phrases refer to any cities that sent out large numbers of soldiers. Alternate translation: “Cities that went out with a thousand … cities that went out with a hundred”
5:3	z3m4		rc://*/ta/man/translate/figs-explicit	The city that went out with a thousand will have a hundred left	~הָ⁠עִ֛יר הַ⁠יֹּצֵ֥את אֶ֖לֶף תַּשְׁאִ֣יר מֵאָ֑ה תַּשְׁאִ֣יר	0	The phrases “a thousand” and “a hundred” refer to a thousand soldiers and a hundred soldiers.
5:3	m7h5		rc://*/ta/man/translate/figs-explicit	The city that went out with a thousand	הָ⁠עִ֛יר הַ⁠יֹּצֵ֥את אֶ֖לֶף	0	“The city that went out” represents the soldiers of that city going out. It can be stated clearly why they went out. Alternate translation: “The city out of which a thousand soldiers went to fight” or “The city that sent out a thousand soldiers to fight”
5:3	xna6			will have a hundred left	~תַּשְׁאִ֣יר מֵאָ֑ה תַּשְׁאִ֣יר	0	“will have a hundred soldiers who have not been killed” or “will have only a hundred soldiers still alive.” Here being “left” refers to not being killed by the enemy.
5:4	u2lu		rc://*/ta/man/translate/figs-metaphor	Seek me	דִּרְשׁ֖וּ⁠נִי	0	Here “Seek me” represents asking God for help. Alternate translation: “Ask me for help”
5:5	gux2		rc://*/ta/man/translate/figs-metaphor	Do not seek Bethel	~תִּדְרְשׁוּ֙ וְ⁠אַֽל תִּדְרְשׁוּ֙ בֵּֽית אֵ֔ל	0	Here “seek Bethel” represents going to Bethel to ask for help. Alternate translation: “Do not go to Bethel to ask for help”
5:5	xc6k			nor enter Gilgal	~לֹ֣א תָבֹ֔אוּ וְ⁠הַ⁠גִּלְגָּל֙	0	Alternate translation: “and do not enter Gilgal”
5:5	ixk2		rc://*/ta/man/translate/figs-metonymy	For Gilgal will surely go into captivity	~כִּ֤י הַ⁠גִּלְגָּל֙ יִגְלֶ֔ה גָּלֹ֣ה יִגְלֶ֔ה	0	Here “Gilgal” represents the people of Gilgal, and going into captivity refers to being captured and taken away. Alternate translation: “For the people of Gilgal will surely be captured and taken away” or “For your enemies will surely capture the people of Gilgal and take them away”
5:5	fdq3		rc://*/ta/man/translate/figs-metaphor	Bethel will become nothing	וּ⁠בֵֽית אֵ֖ל יִהְיֶ֥ה לְ⁠אָֽוֶן	0	Here “become nothing” represents being destroyed. Alternate translation: “Bethel will be completely destroyed” or “enemies will completely destroy Bethel”
5:6	a5vv		rc://*/ta/man/translate/figs-metaphor	Seek Yahweh	דִּרְשׁ֥וּ אֶת יְהוָ֖ה	0	Here “Seek Yahweh” represents asking him for help. Alternate translation: “Ask Yahweh for help” or “Ask me, Yahweh, for help”
5:6	vc8n		rc://*/ta/man/translate/figs-simile	he will break out like fire	יִצְלַ֤ח כָּ⁠אֵשׁ֙	0	Here “break out like a fire” represents destroying things as fire destroys things. Alternate translation: “he will become like a fire that breaks out suddenly and destroys everything” or “he will destroy everything like a fire”
5:6	tcz9		rc://*/ta/man/translate/figs-metonymy	the house of Joseph	בֵּ֣ית יוֹסֵ֔ף	0	This phrase is a metonym for the descendants of Joseph. Here it represents the northern kingdom of Israel, whose two largest tribes were the descendants of Joseph. Alternate translation: “the descendants of Joseph” or “Israel” (See also: [[rc://*/ta/man/translate/figs-synecdoche]])
5:6	it6f		rc://*/ta/man/translate/figs-metaphor	It will devour	וְ⁠אָכְלָ֥ה	0	The word “it” refers to the fire, and “devour” represents destroying everything. God destroying everything is spoken of as if a fire were to destroy everything. Alternate translation: “It will destroy everything” or “He will destroy everything”
5:6	ir1n			there will be no one to quench it	וְ⁠אֵין מְכַבֶּ֖ה	0	Alternate translation: “there will no one to stop it” or “there will be no one to stop him from destroying everything”
5:7	eqb9		rc://*/ta/man/translate/figs-metaphor	turn justice into a bitter thing	~הַ⁠הֹפְכִ֥ים מִשְׁפָּ֑ט לְ⁠לַעֲנָ֖ה	0	Here “a bitter thing” represents actions that harm people, and “turn justice into a bitter thing” represents harming people rather than doing for them what is just. Alternate translation: “say that they are doing what is just, but instead they harm people” or “refuse to do what is just and harm people instead”
5:7	jjl7		rc://*/ta/man/translate/figs-metaphor	throw righteousness down to the ground	~הִנִּֽיחוּ וּ⁠צְדָקָ֖ה הִנִּֽיחוּ לָ⁠אָ֥רֶץ	0	This represents treating righteousness as if it were worthless. Alternate translation: “treat righteousness as though it were as unimportant as dirt” or “you despise what is righteous”
5:8	uny6		rc://*/ta/man/translate/translate-unknown	the Pleiades and Orion	כִימָ֜ה וּ⁠כְסִ֗יל	0	People saw patterns in the stars in the sky and gave names to them. These are two of those patterns. Alternate translation: “the stars” or “the groups of stars”
5:8	fkp9			he turns darkness into the morning … day dark with night	~	0	“he makes the night become morning, and he makes the day become night.” This refers to causing the times of the day.
5:8	jzr4		rc://*/ta/man/translate/figs-metaphor	calls for the waters … on the surface of the earth	~	0	This represents God causing the sea water to fall on the earth as rain. Alternate translation: “he takes the waters of the sea and makes them rain down on the surface of the earth”
5:8	rb72			Yahweh is his name!	יְהוָ֥ה שְׁמֽ⁠וֹ	0	By declaring his name, Yahweh is declaring his power and authority to do these things.
5:9	u2if		rc://*/ta/man/translate/figs-abstractnouns	He brings sudden destruction on the strong	~	0	If your language does not use an abstract noun for the idea behind the word **destruction**, you can express the same idea with a verbal form such as “destroy.” The phrase “the strong” refers to strong people, specifically soldiers. Alternate translation: “He suddenly destroys the strong people” or “He suddenly destroys the soldiers” (See also: [[rc://*/ta/man/translate/figs-nominaladj]])
5:9	t2g1		rc://*/ta/man/translate/figs-abstractnouns	so that destruction comes on the fortresses	~	0	If your language does not use an abstract noun for the idea behind the word **destruction**, you can express the same idea with a verbal form such as “destroy.” Alternate translation: “so that the fortresses are destroyed” or “and he destroys the fortresses”
5:10	s23g			They hate anyone	~שָׂנְא֥וּ מוֹכִ֑יחַ	0	Alternate translation: “The people of Israel hate anyone”
5:11	ldj5			worked stone	גָזִ֛ית	0	Alternate translation: “cut stones” or “stones that people have cut”
5:11	sm1t		rc://*/ta/man/translate/figs-explicit	you will not drink their wine	~תִשְׁתּ֖וּ וְ⁠לֹ֥א תִשְׁתּ֖וּ אֶת יֵינָֽ⁠ם	0	The word “their” refers to the vineyards. This may imply that no one will make the wine, or even that there will not be enough good grapes to make wine. Alternate translation: “you will not drink the wine that is made from the grapes in your vineyards”
5:12	v579			afflict the just, take bribes, and turn aside the needy in the city gate	~צֹרְרֵ֤י צַדִּיק֙ לֹ֣קְחֵי כֹ֔פֶר וְ⁠אֶבְיוֹנִ֖ים הִטּֽוּ וְ⁠אֶבְיוֹנִ֖ים בַּ⁠שַּׁ֥עַר	0	This is a list of some of their sins.
5:12	mkx5		rc://*/ta/man/translate/figs-nominaladj	the just	צַדִּיק֙	0	The word “just” is a nominal adjective that refers to just people. Alternate translation: “just people” or “righteous people”
5:12	c3fm			take bribes	לֹ֣קְחֵי כֹ֔פֶר	0	Alternate translation: “let people pay you to do bad things” or “let people pay you to lie about people”
5:12	pnt4		rc://*/ta/man/translate/figs-explicit	turn aside the needy in the city gate	~הִטּֽוּ וְ⁠אֶבְיוֹנִ֖ים בַּ⁠שַּׁ֥עַר	0	Here “turn aside the needy” represents telling the needy people to leave. It can be made clear why the needy were at the city gate. Alternate translation: “do not allow poor people to bring their cases to the judges in the city gate”
5:12	hqu9		rc://*/ta/man/translate/figs-nominaladj	the needy	וְ⁠אֶבְיוֹנִ֖ים	0	The word “needy” is a nominal adjective that refers to people who are in need. Alternate translation: “people in need”
5:13	zgm3			any prudent person is silent	~הַ⁠מַּשְׂכִּ֛יל יִדֹּ֑ם	0	Those who do not want the evil people to harm them will not speak out against the evil deeds. Alternate translation: “wise people do not speak about the evil things people are doing”
5:13	nb9w		rc://*/ta/man/translate/figs-metonymy	for it is an evil time	~כִּ֛י הִֽיא עֵ֥ת רָעָ֖ה עֵ֥ת	0	Here “an evil time” represents a time when people are evil and do evil deeds. Alternate translation: “for it is a time when people are evil” or “for people do evil things”
5:14	i1vc		rc://*/ta/man/translate/figs-metaphor	Seek good and not evil	דִּרְשׁוּ ט֥וֹב וְ⁠אַל רָ֖ע	0	Here “Seek good” represents choosing to do what good. “Good” and “evil” represent good actions and evil actions. Alternate translation: “Choose to do what is good and not what is evil”
5:15	n1sk			Hate evil, love good	שִׂנְאוּ רָע֙ וְ⁠אֶ֣הֱבוּ ט֔וֹב	0	“Hate evil actions, and love good actions.” Here “good” and “evil” represent good actions and evil actions.
5:15	tqy7		rc://*/ta/man/translate/figs-idiom	establish justice in the city gate	~וְ⁠הַצִּ֥יגוּ מִשְׁפָּ֑ט בַ⁠שַּׁ֖עַר	0	Here “establish justice” represents making sure that justice is done. Alternate translation: “make sure that justice is done in the city gates” or “make sure that the judges make just decisions in the city gates”
5:15	jkw4		rc://*/ta/man/translate/figs-explicit	in the city gate	בַ⁠שַּׁ֖עַר	0	City gates were where business transactions occurred and judgments were made, because city walls were thick enough to have gateways that produced cool shade from the hot sun Alternate translation: “in your courts”
5:15	eb3d		rc://*/ta/man/translate/figs-metonymy	the remnant of Joseph	שְׁאֵרִ֥ית יוֹסֵֽף	0	Here “remnant” refers to people who are still living in Israel after the others are killed or taken away as captives. Here “Joseph” represents the northern kingdom of Israel, whose two largest tribes were the descendants of Joseph. See how you translated “house of Joseph” in [Amos 5:6](../05/06.md). Alternate translation: “the descendants of Joseph who are still alive” or “those of Israel who survive”
5:16	wux6			this is what Yahweh says, the God of hosts, the Lord	~כֹּֽה יְהוָ֜ה אָמַ֨ר אֱלֹהֵ֤י צְבָאוֹת֙ אֲדֹנָ֔⁠י	0	Alternate translation: “this is what Yahweh, the God of hosts, the Lord says”
5:16	qyz8			Wailing will be in all the squares	~מִסְפֵּ֔ד בְּ⁠כָל רְחֹב֣וֹת	0	Alternate translation: “People will wail in all the town squares”
5:16	iv7k			Wailing	מִסְפֵּ֔ד	0	long, loud, sad cries
5:16	d7mv			the squares	רְחֹב֣וֹת	0	broad open places in the town where people gather
5:16	n1g7		rc://*/ta/man/translate/figs-ellipsis	the mourners to wail	וּ⁠מִסְפֵּ֖ד אֶל י֥וֹדְעֵי נֶֽהִי	0	The phrase “they will call” is understood from the beginning of the sentence. Alternate translation: “they will call the mourners to wail”
5:17	gr4q			I will pass through your midst	אֶעֱבֹ֥ר בְּ⁠קִרְבְּ⁠ךָ֖	0	God speaks of punishing the people as if he were to come and punish them while walking through the group of them. Alternate translation: “I will come and punish you” or “I will punish you”
5:18	k3dk		rc://*/ta/man/translate/figs-rquestion	Why do you long for the day of Yahweh?	לָ⁠מָּה זֶּ֥ה לָ⁠כֶ֛ם י֥וֹם יְהוָ֖ה	0	God uses this question to rebuke the people for saying that they want the day of Yahweh to be soon. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “You long for the day of Yahweh.” or “You should not long for the day of Yahweh!”
5:18	e1im		rc://*/ta/man/translate/figs-metaphor	It will be darkness and not light	הוּא חֹ֥שֶׁךְ וְ⁠לֹא אֽוֹר	0	Here “darkness” represents a time when disasters happen, and “light” represents a time when good things happen. Alternate translation: “It will be a time of darkness and disaster, not of light and blessing” or “On that day there will be disasters, not blessings”
5:20	azx9		rc://*/ta/man/translate/figs-rquestion	Will not the day of Yahweh be darkness and not light?	~הֲ⁠לֹא י֥וֹם יְהוָ֖ה חֹ֛שֶׁךְ וְ⁠לֹא א֑וֹר	0	This question emphasizes that bad things will happen then. It can be expressed as a statement. Alternate translation: “The day of Yahweh will certainly be darkness and not light!” or “Bad things, not good things, will certainly happen on the day of Yahweh!”
5:20	l68z		rc://*/ta/man/translate/figs-rquestion	Gloom and no brightness?	וְ⁠אָפֵ֖ל וְ⁠לֹא נֹ֥גַֽהּ לֽ⁠וֹ	0	The words “Will not the day of Yahweh be” is understood from the previous sentence. Like the previous question, it emphasizes that terrible things, not good things, will happen on the day of Yahweh. It can be expressed as a statement. Alternate translation: “It will be a time of when terrible things, not good things, will happen. (See also: [[rc://*/ta/man/translate/figs-parallelism]])
5:21	t6lg		rc://*/ta/man/translate/figs-doublet	I hate, I despise your festivals	שָׂנֵ֥אתִי מָאַ֖סְתִּי חַגֵּי⁠כֶ֑ם	0	The word “despise” is a strong word for “hate.” Together the two words emphasize the intensity of Yahweh’s hatred for their religious festivals. Alternate translation: “I hate your festivals very much”
5:21	f4xx			I take no delight in your solemn assemblies	~אָרִ֖יחַ וְ⁠לֹ֥א אָרִ֖יחַ בְּ⁠עַצְּרֹֽתֵי⁠כֶֽם	0	Alternate translation: “Your solemn assemblies do not please me at all”
5:23	i5jv		rc://*/ta/man/translate/figs-metaphor	Remove from me the noise of your songs	הָסֵ֥ר מֵ⁠עָלַ֖⁠י הֲמ֣וֹן שִׁרֶ֑י⁠ךָ	0	This speaks of the noise of songs as if it could be put somewhere else. It represents stopping singing. Alternate translation: “Stop singing your noisy songs”
5:23	es63			noise	הֲמ֣וֹן	0	unpleasant sounds
5:24	nn21		rc://*/ta/man/translate/figs-simile	let justice flow like water, and righteousness like a constantly flowing stream	~וְ⁠יִגַּ֥ל מִשְׁפָּ֑ט וְ⁠יִגַּ֥ל כַּ⁠מַּ֖יִם וּ⁠צְדָקָ֖ה כְּ⁠נַ֥חַל אֵיתָֽן כְּ⁠נַ֥חַל	0	This represents causing there to be much justice and righteous. Alternate translation: “let there be so much justice that it is like flowing water, and let there be so much righteousness that it is like a constantly flowing stream” or “let justice abound like a flood, and let righteousness abound like a stream that never stops”
5:25	a3v7		rc://*/ta/man/translate/figs-rquestion	Did you bring me sacrifices … Israel?	~	0	This could mean: (1) God uses this question to rebuke them because they did not offer sacrifices. Alternate translation: “You did not bring me sacrifices … Israel.” or (2) God uses this question to remind them that the sacrifices were not the most important part about their relationship. Alternate translation: “You did not have to bring me sacrifices … Israel.”
5:25	ye8l		rc://*/ta/man/translate/figs-metonymy	Did you bring	~הַ⁠זְּבָחִ֨ים הִֽגַּשְׁתֶּם	0	God speaks as though the Israelites he is speaking to were part of the group that wandered in the wilderness. Alternate translation: “Did your ancestors bring”
5:25	fma5		rc://*/ta/man/translate/figs-metonymy	house of Israel	בֵּ֥ית יִשְׂרָאֵֽל	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Israel’s descendants. See how you translated it in [Amos 5:1](../05/01.md). Alternate translation: “you people of Israel” or “you Israelite people group”
5:26	qnx9		rc://*/ta/man/translate/figs-metonymy	You have lifted up the images of Sikkuth … and Kaiwan	~	0	Here “lifted up the images” represents worshiping them. Alternate translation: “You have worshiped the images of Sikkuth … and Kaiwan”
5:26	tjr6		rc://*/ta/man/translate/translate-names	Sikkuth … Kaiwan	~	0	These are the names of two false gods. The people had made images to represent them.
5:26	q6vz			Kaiwan	וְ⁠אֵ֖ת כִּיּ֣וּן	0	Some versions write this as “Kiyyun.”
6:intro	cn1s					0	# Amos 6 General Notes\n\n## Structure and formatting\n\nThis chapter continues to be written in poetic style except for verses 9–10, which are in prose. These two verses contain many interested features.\n\n## Other possible translation difficulties in this chapter\n\nVerses 9–10 will probably be difficult to translate because the situation is vague and details don’t appear to align easily. It is appropriate to translate these verses with some ambiguity remaining. It may be helpful to read many different versions prior to translating these verses.
6:1	psf7			who are at ease	הַ⁠שַּׁאֲנַנִּ֣ים	0	“who feel safe.” The people are comfortable and not concerned that God will judge them.
6:1	ut6j		rc://*/ta/man/translate/figs-irony	the notable men of the best of the nations	נְקֻבֵי֙ רֵאשִׁ֣ית הַ⁠גּוֹיִ֔ם	0	“the most important men of this great nation.” Yahweh may be using irony to describe how these men think of themselves. Alternate translation: “the men who think they are the most important people in the best nation”
6:1	s17g		rc://*/ta/man/translate/figs-metonymy	the house of Israel comes	~בֵּ֥ית יִשְׂרָאֵֽל וּ⁠בָ֥אוּ	0	The word “house” is a metonym for the family that lives in the house. In this case it refers to Israel’s descendants. Alternate translation: “the Israelites come” or “the Israelite people group comes”
6:1	zhm4		rc://*/ta/man/translate/figs-go	comes for help	וּ⁠בָ֥אוּ	0	Here “comes” can be stated as “goes.” Alternate translation: “goes for help”
6:2	w9i9		rc://*/ta/man/translate/translate-names	Kalneh	כַֽלְנֵה֙	0	This is the name of a city.
6:2	fd2m		rc://*/ta/man/translate/figs-rquestion	Are they better than your two kingdoms?	~הֲ⁠טוֹבִים֙ מִן הַ⁠מַּמְלָכ֣וֹת הָ⁠אֵ֔לֶּה הַ⁠מַּמְלָכ֣וֹת	0	The notable men use this question to emphasize that the kingdoms of Israel and Judah are better than those other kingdoms. Alternate translation: “Your two kingdoms are better than they are.”
6:2	h68z		rc://*/ta/man/translate/figs-rquestion	Is their border larger than your border?	~אִם גְּבוּלָ֖⁠ם רַ֥ב מִ⁠גְּבֻלְ⁠כֶֽם	0	The notable men use this question to emphasize that their kingdoms are larger than those other kingdoms. Alternate translation: “Their border is smaller than yours.” or “Those countries are smaller than Judah and Samaria.”
6:3	hft9		rc://*/ta/man/translate/figs-metaphor	to those who put off the day of disaster	הַֽ⁠מְנַדִּ֖ים לְ⁠י֣וֹם רָ֑ע	0	Refusing to believe that Yahweh will cause disaster is spoken of as if the “day of disaster” were an object the people could put far from themselves. Alternate translation: “to those who refuse to believe that I will cause them to experience disaster”
6:3	k8kh		rc://*/ta/man/translate/figs-metonymy	and make the throne of violence come near	~וַ⁠תַּגִּישׁ֖וּ⁠ן שֶׁ֥בֶת חָמָֽס וַ⁠תַּגִּישׁ֖וּ⁠ן	0	Here “throne” is a metonym that represents reign or rule. The people doing evil things, which causes Yahweh to bring disaster on them, is spoken of as if they were causing “violence” to rule them. Alternate translation: “but who are actually causing me to send violent people to destroy you” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
6:4	zn5w			lie … lounge	~	0	Israelites at that time usually ate while sitting on a floor cloth or a simple seat.
6:4	nte4			beds of ivory	מִטּ֣וֹת שֵׁ֔ן	0	Alternate translation: “beds decorated with ivory” or “costly beds”
6:4	hge8		rc://*/ta/man/translate/translate-unknown	ivory	שֵׁ֔ן	0	a white substance made from the teeth and horns of large animals
6:4	iy9i			lounge	וּ⁠סְרֻחִ֖ים	0	lie around like lazy people
6:4	t9gg			couches	עַרְשׂוֹתָ֑⁠ם	0	soft seats large enough to lie down on
6:5	x1kv			they improvise on instruments	~	0	This could mean: (1) they invent new songs and ways of playing the instruments or (2) they invent new instruments.
6:6	wq23		rc://*/ta/man/translate/figs-explicit	drink wine from bowls	~הַ⁠שֹּׁתִ֤ים יַ֔יִן בְּ⁠מִזְרְקֵי֙	0	This implies that they drink a lot of wine because they drink it from a large bowl rather than a regular wine cup.
6:6	dxk5		rc://*/ta/man/translate/figs-metonymy	they do not grieve over the ruin of Joseph	~נֶחְל֖וּ וְ⁠לֹ֥א נֶחְל֖וּ עַל שֵׁ֥בֶר יוֹסֵֽף	0	Here “Joseph” represents his descendants. Alternate translation: “they do not grieve about the descendants of Joseph whom enemies will soon destroy”
6:7	p1et			they will now go into exile with the first exiles	~	0	Alternate translation: “they will be among the first ones to go into exile” or “I will send them into exile first”
6:7	g684			the feasts of those who lounge about will pass away	~מִרְזַ֥ח סְרוּחִֽים וְ⁠סָ֖ר	0	Alternate translation: “there will be no more feasts for people to lie around at ease”
6:8	kz1e		rc://*/ta/man/translate/figs-123person	this is the declaration of the Lord Yahweh, the God of hosts	~	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Amos 3:13](../03/13.md). Alternate translation: “this is what the Lord Yahweh, the God of hosts, has declared” or “this is what I, the Lord Yahweh, the God of hosts, have declared”
6:8	l8fw		rc://*/ta/man/translate/figs-metonymy	I detest the pride of Jacob	~אָֽנֹכִי֙ מְתָאֵ֤ב אֶת גְּא֣וֹן יַֽעֲקֹ֔ב	0	Here “Jacob” represents his descendants. Alternate translation: “I hate the descendants of Jacob because they have become arrogant”
6:8	n646		rc://*/ta/man/translate/figs-explicit	I hate his fortresses	~שָׂנֵ֑אתִי וְ⁠אַרְמְנֹתָ֖י⁠ו	0	It is implied that Yahweh hates the fortresses because the people believed the fortresses would keep them safe. Alternate translation: “I hate the people of Israel because they trust in their fortresses, not in me, to protect them”
6:9	y9m6		rc://*/ta/man/translate/figs-hypo		~	0	# General Information:\n\nIn 6:9–10 Amos describes a hypothetical situation of what it will be like when Yahweh hands the people of Israel over to their enemies.
6:9	rz49		rc://*/ta/man/translate/figs-explicit	if there are ten men left in one house, they will all die	~אִם יִוָּ֨תְר֜וּ עֲשָׂרָ֧ה אֲנָשִׁ֛ים יִוָּ֨תְר֜וּ בְּ⁠בַ֥יִת אֶחָ֖ד בְּ⁠בַ֥יִת וָ⁠מֵֽתוּ	0	This seems to imply that something terrible is happening, and these ten men go into the house to hide. Alternate translation: “if ten men are hiding inside of a house, they will all still die”
6:10	s8i5			a man’s relative comes to take their bodies up—the one who is to cremate them after bringing the corpses out of the house—if he says to the person in the house, “Is … you?”	~	0	The meaning of these words is not clear. This could mean: (1) the “man’s relative” is the one who will “take their bodies up” and “cremate … the corpses,” and he speaks to a person who hid in the house after the ten family members died or (2) the “man’s relative” who “comes to take their bodies up” is a different person from “the one who is to cremate … the corpses,” and they talk to each other in the house. Alternate translation: “a man’s relative comes to take their bodies up, and the one who will burn the corpses after they have been brought out of the house is with him—if while they are in the house the relative says to the burner of the corpses, ‘Is … you?’”
6:10	v4gf			cremate	וּ⁠מְסָרְפ֗⁠וֹ	0	to burn a dead body
6:10	e57y			bringing the corpses	לְ⁠הוֹצִ֣יא עֲצָמִים֮	0	Alternate translation: “bringing the dead bodies”
6:10	qj51		rc://*/ta/man/translate/figs-explicit	Then he will say, “Be quiet, for we must not mention Yahweh’s name.”	~וְ⁠אָמַ֣ר הָ֔ס כִּ֛י לְ⁠הַזְכִּ֖יר לֹ֥א לְ⁠הַזְכִּ֖יר בְּ⁠שֵׁ֥ם	0	The meaning of this is not clear. It seems to imply that the one who asked the question is afraid the one answering will mention Yahweh’s name carelessly. If he does this, it may draw Yahweh’s attention to them, and he may kill them too.
6:11	bc74			look	~	0	Alternate translation: “listen” or “pay attention”
6:11	q1t3		rc://*/ta/man/translate/figs-parallelism	the big house will be smashed to pieces, and the little house to bits	~הַ⁠בַּ֥יִת הַ⁠גָּד֖וֹל הַ⁠בַּ֥יִת וְ⁠הִכָּ֛ה רְסִיסִ֑ים וְ⁠הַ⁠בַּ֥יִת הַ⁠קָּטֹ֖ן וְ⁠הַ⁠בַּ֥יִת בְּקִעִֽים	0	These two phrases share similar meanings. The contrast between “the big house” and “the little house” means that this refers to all houses. Alternate translation: “all the houses will be smashed into small pieces” (See also: [[rc://*/ta/man/translate/figs-merism]])
6:11	j5da		rc://*/ta/man/translate/figs-activepassive	the big house will be smashed to pieces	~הַ⁠בַּ֥יִת הַ⁠גָּד֖וֹל הַ⁠בַּ֥יִת וְ⁠הִכָּ֛ה רְסִיסִ֑ים	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “the enemy will smash the big house to pieces”
6:11	dc2l			to pieces … to bits	~	0	You can use the same word for both of these phrases.
6:11	q1uc		rc://*/ta/man/translate/figs-ellipsis	the little house to bits	~וְ⁠הַ⁠בַּ֥יִת הַ⁠קָּטֹ֖ן וְ⁠הַ⁠בַּ֥יִת בְּקִעִֽים	0	This can be stated with the understood information included. Alternate translation: “enemies will smash the little house to bits”
6:12	s3ja				~	0	# General Information:\n\nAmos uses two rhetorical questions to draw attention to the rebuke that follows.
6:12	i1av		rc://*/ta/man/translate/figs-rquestion	Do horses run on the rocky cliffs?	~הַ⁠יְרֻצ֤וּ⁠ן סוּסִ֔ים הַ⁠יְרֻצ֤וּ⁠ן בַּ⁠סֶּ֨לַע֙	0	It is impossible for a horse to run on rocky cliffs without getting hurt. Amos uses this rhetorical question to rebuke them for their actions. Alternate translation: “Horses do not run on rocky cliffs.”
6:12	v9sc		rc://*/ta/man/translate/figs-rquestion	Does one plow there with oxen?	אִֽם יַחֲר֖וֹשׁ בַּ⁠בְּקָרִ֑ים	0	One does not plow on rocky ground. Amos uses this rhetorical question to rebuke them for their actions. Alternate translation: “A person does not plow with oxen on rocky ground.”
6:12	fbq3		rc://*/ta/man/translate/figs-metaphor	Yet you have turned justice into poison	~כִּֽי הֲפַכְתֶּ֤ם מִשְׁפָּ֔ט לְ⁠רֹאשׁ֙	0	Distorting what is just is spoken of as if the leaders “turned justice into poison.” Alternate translation: “Yet you distort what is just” or “But you make laws that hurt innocent people”
6:12	w7di		rc://*/ta/man/translate/figs-parallelism	the fruit of righteousness into bitterness	וּ⁠פְרִ֥י צְדָקָ֖ה לְ⁠לַעֲנָֽה	0	This means basically the same thing as the first part of the sentence. Distorting what is right is spoken of as if righteousness were a sweet fruit that the people made bitter tasting. Alternate translation: “you distort what is right” or “you punish those who do what is right” (See also: [[rc://*/ta/man/translate/figs-metaphor]])
6:13	dfq3		rc://*/ta/man/translate/translate-names	Lo Debar … Karnaim	~	0	These are names of towns.
6:13	c8kb		rc://*/ta/man/translate/figs-rquestion	Have we not taken Karnaim by our own strength?	~הֲ⁠ל֣וֹא לָקַ֥חְנוּ הֲ⁠ל֣וֹא לָקַ֥חְנוּ קַרְנָֽיִם בְ⁠חָזְקֵ֔⁠נוּ לָ֖⁠נוּ בְ⁠חָזְקֵ֔⁠נוּ	0	The people use a question to emphasize that they believe they captured a city because of their own power. Alternate translation: “We captured Karnaim by our own power!”
6:14	yze1			look	~	0	Alternate translation: “listen” or “pay attention”
6:14	u8j4		rc://*/ta/man/translate/figs-123person	this is the declaration of the Lord Yahweh, the God of hosts	~	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Amos 3:13](../03/13.md). Alternate translation: “this is what the Lord Yahweh, the God of hosts, has declared” or “this is what I, the Lord Yahweh, the God of hosts, have declared”
6:14	alt4		rc://*/ta/man/translate/figs-metonymy	from Lebo Hamath to the brook of the Arabah	מִ⁠לְּב֥וֹא חֲמָ֖ת עַד נַ֥חַל הָ⁠עֲרָבָֽה	0	Here “Lebo Hamath” represents the northern border of Israel, and “brook of the Arabah” represents the southern border. Alternate translation: “from the northern border of your nation to the southern border”
6:14	jfe8			brook	נַ֥חַל	0	a small river that flows only during the wet season
7:intro	vkd3					0	# Amos 7 General Notes\n\n## Structure and formatting\n\nThis chapter is mainly written as a narrative about the prophet Amos interacting with Yahweh. Yahweh presents three different scenarios of judgment before Amos who pleads with God and he does not carry out His judgment. (See: [[rc://*/tw/dict/bible/kt/prophet]] and [[rc://*/tw/dict/bible/kt/judge]])\n\n## Special concepts in this chapter\n\n### Reported speech\n\nIn the latter part of the chapter, it is important to follow the conversation carefully to understand who is speaking. There are some instances of “reported speech.” (See: [[rc://*/ta/man/translate/figs-quotations]])
7:1	h8xv			Look … look	~	0	The writer is telling the reader that he is about to say something surprising. Your language may have a way of doing this.
7:1	e1ul			locust	גֹּבַ֔י	0	See how you translated this in [Amos 4:9](../04/09.md).
